Site,Month,qty sold ,DECRIBPTION,UPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,14,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,10,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,13,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,4,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,6,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,2,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,8,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,7,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,14,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,12,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,1,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,5,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,8,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,6,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,19,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,11,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,9,CHOBANI DRINK STRABERRY BANANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,11,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,7,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,10,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,3,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,6,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,6,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,2,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,4,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,0,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,2,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,4,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,4,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,3,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,7,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,4,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,5,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,1,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,5,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,2,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,3,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,6,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,7,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,11,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,10,CHOBANI FLIP ALMOND COCO LOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,10,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,4,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,5,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,5,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,1,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,0,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,1,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,0,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,4,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,3,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,2,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,2,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,1,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,2,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,4,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,2,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,2,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,2,CHOBANI FLIP KEY LIME CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,2,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,0,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,1,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,15,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,10,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,7,CHOBANI FLIP SALTED CARAMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,8,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,12,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,4,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,1,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,8,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,1,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,8,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,4,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,1,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,0,CHOBANI FLIP SMORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,6,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,2,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,6,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,5,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,9,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,5,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,4,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,2,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,10,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,9,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,6,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,16,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,1,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,2,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,2,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,3,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,7,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,5,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,4,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,6,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,9,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,6,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,8,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,1,CHOBANI GRK YOGURT BLK CHERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,9,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,5,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,11,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,13,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,8,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,3,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,3,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,5,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,10,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,14,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,17,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,14,CHOBANI GRK YOGURT BLUEBERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
